Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
SpiceJet,03-06-2019,Monday,June,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,03-06-2019,2h 25m,0,No info,3873,145,Yes
SpiceJet,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:20,0:40,16-05-2019,2h 20m,0,No check-in baggage included,3841,140,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,9:45,22:30,27-05-2019,12h 45m,1,No info,10486,765,Yes
Jet Airways,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,18:50,03-03-2019,26h 50m,1,No info,17234,1610,Yes
IndiGo,27-06-2019,Thursday,June,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,5:10,10:05,27-06-2019,4h 55m,1,No info,6496,295,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:00,27-05-2019,10h 30m,1,No info,9627,630,Yes
Air India,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:50,11:10,13-06-2019,18h 20m,1,No info,8366,1100,Yes
Jet Airways,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,20:00,4:25,28-05-2019,8h 25m,2,In-flight meal not included,15318,505,Yes
SpiceJet,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → KNU → BLR,3,One Stop,11:35,18:50,24-03-2019,7h 15m,1,No info,9923,435,Yes
Jet Airways,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → GAU → BLR,3,One Stop,10:20,17:35,01-04-2019,7h 15m,1,In-flight meal not included,6077,435,Yes
Air India,09-06-2019,Sunday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:40,13:55,09-06-2019,2h 15m,0,No info,4667,135,Yes
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:15,09-05-2019,10h 45m,1,No info,8099,645,Yes
SpiceJet,01-05-2019,Wednesday,May,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:15,14:45,01-05-2019,1h 30m,0,No check-in baggage included,2385,90,Yes
Multiple carriers,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → IDR → BOM → COK,4,Two Stops,15:05,1:30,28-06-2019,10h 25m,2,No info,15965,625,Yes
Jet Airways,06-05-2019,Monday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,18:15,06-05-2019,11h 45m,1,In-flight meal not included,10844,705,Yes
Air India,12-05-2019,Sunday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,13:20,16:10,12-05-2019,2h 50m,0,No info,6121,170,Yes
IndiGo,24-04-2019,Wednesday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,22:10,1:00,25-04-2019,2h 50m,0,No info,3625,170,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,21:00,27-05-2019,13h 30m,1,No info,8475,810,Yes
Jet Airways,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,19:00,27-05-2019,11h 55m,1,In-flight meal not included,12898,715,Yes
IndiGo,06-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → MAA → COK,3,One Stop,2:05,7:25,06-03-2019,5h 20m,1,No info,10851,320,Yes
Air India,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → BLR → COK,3,One Stop,9:45,23:00,21-03-2019,13h 15m,1,No info,5704,795,Yes
Vistara,18-03-2019,Monday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,21:10,0:05,19-03-2019,2h 55m,0,No info,11598,175,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:15,27-05-2019,10h 45m,1,No info,9149,645,Yes
Air India,15-06-2019,Saturday,June,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:45,23:20,15-06-2019,2h 35m,0,No info,4145,155,Yes
GoAir,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:35,19:35,21-05-2019,9h,1,No info,6195,540,Yes
IndiGo,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:25,21:00,09-05-2019,9h 35m,1,No info,6979,575,Yes
Air India,15-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → DEL,2,Direct,13:20,16:10,15-03-2019,2h 50m,0,No info,7276,170,Yes
SpiceJet,15-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,15-05-2019,4h 30m,1,No check-in baggage included,4760,270,Yes
Vistara,18-06-2019,Tuesday,June,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,17:45,20:05,18-06-2019,2h 20m,0,No info,11982,140,Yes
IndiGo,27-03-2019,Wednesday,March,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,22:05,0:25,28-03-2019,2h 20m,0,No info,5277,140,Yes
Air India,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:00,7:40,10-06-2019,11h 40m,1,No info,8372,700,Yes
IndiGo,01-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → BBI → BLR,3,One Stop,19:35,23:15,01-04-2019,3h 40m,1,No info,4226,220,Yes
IndiGo,18-06-2019,Tuesday,June,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,19:35,21:55,18-06-2019,2h 20m,0,No info,3597,140,Yes
Multiple carriers,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:45,21:00,15-06-2019,12h 15m,1,No info,7005,735,Yes
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:05,16:10,09-05-2019,9h 5m,1,No info,8018,545,Yes
Jet Airways,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:45,19:00,10-06-2019,23h 15m,1,In-flight meal not included,10577,1395,Yes
Jet Airways,12-06-2019,Wednesday,June,Night,Delhi,Cochin,DEL → IDR → BOM → COK,4,Two Stops,5:30,19:00,12-06-2019,13h 30m,2,In-flight meal not included,11507,810,Yes
Air India,09-05-2019,Thursday,May,Night,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,5:00,19:15,09-05-2019,38h 15m,2,No info,9653,2295,Yes
Jet Airways,15-03-2019,Friday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,15-03-2019,1h 30m,0,In-flight meal not included,4160,90,Yes
Jet Airways,03-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:15,19:00,03-06-2019,24h 45m,1,No info,14714,1485,Yes
Jet Airways,09-05-2019,Thursday,May,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,2:55,4:20,09-05-2019,1h 25m,0,No info,5678,85,Yes
Air India,18-05-2019,Saturday,May,Morning,Kolkata,Banglore,CCU → DEL → COK → BLR,4,Two Stops,7:00,1:20,19-05-2019,18h 20m,2,No info,13873,1100,Yes
Multiple carriers,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:20,19:00,27-06-2019,8h 40m,1,No info,11264,520,Yes
Jet Airways,24-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,13:55,20:40,24-03-2019,6h 45m,1,In-flight meal not included,11134,405,Yes
Air Asia,21-03-2019,Thursday,March,Afternoon,Delhi,Cochin,DEL → BLR → COK,3,One Stop,16:45,22:15,21-03-2019,5h 30m,1,No info,6151,330,Yes
Jet Airways,18-05-2019,Saturday,May,Night,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,5:45,19:50,18-05-2019,14h 5m,1,In-flight meal not included,10844,845,Yes
Jet Airways,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,9:40,12:35,03-06-2019,26h 55m,2,No info,13014,1615,Yes
Jet Airways,18-06-2019,Tuesday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,18-06-2019,1h 30m,0,In-flight meal not included,4995,90,Yes
IndiGo,18-04-2019,Thursday,April,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,15:30,18:05,18-04-2019,2h 35m,0,No info,4174,155,Yes
Air India,03-03-2019,Sunday,March,Afternoon,Banglore,New Delhi,BLR → DEL,2,Direct,13:20,16:10,03-03-2019,2h 50m,0,No info,12841,170,Yes
Jet Airways,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,21:05,09-05-2019,28h 5m,1,No info,13067,1685,Yes
Jet Airways,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,19:00,24-06-2019,27h,1,In-flight meal not included,10262,1620,Yes
IndiGo,06-04-2019,Saturday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:10,13:00,06-04-2019,2h 50m,0,No info,4423,170,Yes
Jet Airways,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,4:40,02-05-2019,9h 45m,1,In-flight meal not included,8586,585,Yes
Jet Airways,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,9:20,16-05-2019,12h 10m,1,In-flight meal not included,9663,730,Yes
IndiGo,15-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,21:00,15-06-2019,5h,1,No info,6069,300,Yes
Air India,06-05-2019,Monday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:40,13:55,06-05-2019,2h 15m,0,No info,4667,135,Yes
Jet Airways,09-05-2019,Thursday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,21:50,19:00,10-05-2019,21h 10m,1,In-flight meal not included,12373,1270,Yes
Jet Airways,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,10:05,10-05-2019,17h 35m,1,No info,13941,1055,Yes
IndiGo,27-03-2019,Wednesday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,6:20,7:45,27-03-2019,1h 25m,0,No info,3175,85,Yes
Air India,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,21:00,19:15,10-06-2019,22h 15m,1,No info,8372,1335,Yes
Vistara,06-04-2019,Saturday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,06-04-2019,2h 35m,0,No info,5613,155,Yes
IndiGo,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:35,22:30,18-05-2019,14h 55m,1,No info,7144,895,Yes
Jet Airways,06-06-2019,Thursday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,16:20,06-06-2019,9h 50m,1,No info,14571,590,Yes
IndiGo,24-03-2019,Sunday,March,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,22:05,0:25,25-03-2019,2h 20m,0,No info,5277,140,Yes
Jet Airways,24-03-2019,Sunday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,24-03-2019,1h 30m,0,In-flight meal not included,2759,90,Yes
Air Asia,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:35,23:30,09-05-2019,15h 55m,1,No info,5192,955,Yes
Jet Airways,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,19:00,09-06-2019,11h 55m,1,No info,14714,715,Yes
Air India,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,19:15,01-06-2019,7h 15m,2,No info,10336,435,Yes
Air India,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:45,23:20,24-03-2019,2h 35m,0,No info,31945,155,Yes
Jet Airways,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,23:35,01-04-2019,17h 5m,1,In-flight meal not included,7064,1025,Yes
Jet Airways,09-06-2019,Sunday,June,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:30,12:35,09-06-2019,7h 5m,2,No info,14441,425,Yes
Multiple carriers,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,1:35,04-03-2019,12h 35m,1,No info,17493,755,Yes
Jet Airways,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,22:35,09-06-2019,26h 35m,1,In-flight meal not included,10844,1595,Yes
SpiceJet,01-06-2019,Saturday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:15,01-06-2019,1h 30m,0,No info,2753,90,Yes
Jet Airways,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,4:25,22-05-2019,20h 25m,1,In-flight meal not included,12898,1225,Yes
Jet Airways,15-04-2019,Monday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:55,22:00,15-04-2019,3h 5m,0,No info,7229,185,Yes
Air India,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,7:40,04-06-2019,19h 40m,2,No info,8603,1180,Yes
Jet Airways,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,19-05-2019,22h 55m,2,No info,15129,1375,Yes
Jet Airways,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → JDH → BOM → COK,4,Two Stops,11:40,19:00,15-06-2019,7h 20m,2,No info,18804,440,Yes
Air Asia,21-04-2019,Sunday,April,Morning,Delhi,Cochin,DEL → BLR → COK,3,One Stop,7:55,22:25,21-04-2019,14h 30m,1,No info,7452,870,Yes
SpiceJet,24-04-2019,Wednesday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,9:30,12:20,24-04-2019,2h 50m,0,No info,3971,170,Yes
IndiGo,12-06-2019,Wednesday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:10,13:00,12-06-2019,2h 50m,0,No info,3943,170,Yes
IndiGo,15-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → AMD → DEL,3,One Stop,14:25,19:25,15-03-2019,5h,1,No info,9165,300,Yes
Jet Airways,24-06-2019,Monday,June,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,19:00,24-06-2019,13h 30m,2,No info,13014,810,Yes
SpiceJet,21-06-2019,Friday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,9:30,12:20,21-06-2019,2h 50m,0,No info,3625,170,Yes
Jet Airways,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,12:35,25-06-2019,20h 35m,1,In-flight meal not included,10262,1235,Yes
Jet Airways,21-05-2019,Tuesday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,8:15,22-05-2019,13h 20m,1,No info,14388,800,Yes
Multiple carriers,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:15,12-06-2019,11h 15m,1,No info,15058,675,Yes
Air India,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,7:40,07-03-2019,22h 40m,1,No info,14882,1360,Yes
IndiGo,18-04-2019,Thursday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:10,13:00,18-04-2019,2h 50m,0,No info,4591,170,Yes
SpiceJet,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,6:55,9:30,09-05-2019,2h 35m,0,No check-in baggage included,3841,155,Yes
Jet Airways,15-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,18:15,15-05-2019,9h 50m,1,No info,14781,590,Yes
SpiceJet,09-04-2019,Tuesday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:20,0:40,10-04-2019,2h 20m,0,No check-in baggage included,3841,140,Yes
Multiple carriers,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,1:30,04-06-2019,10h 30m,1,No info,13377,630,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,19:30,4:25,13-06-2019,8h 55m,2,No info,13014,535,Yes
Multiple carriers,21-05-2019,Tuesday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,19:15,21-05-2019,6h 15m,1,No info,14848,375,Yes
Air India,09-05-2019,Thursday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:45,23:20,09-05-2019,2h 35m,0,No info,4145,155,Yes
IndiGo,12-06-2019,Wednesday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,7:55,10:15,12-06-2019,2h 20m,0,No info,3850,140,Yes
Air India,24-05-2019,Friday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:00,20:25,24-05-2019,13h 25m,1,No info,10413,805,Yes
IndiGo,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,1:30,04-06-2019,10h 30m,1,No info,6104,630,Yes
IndiGo,01-06-2019,Saturday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:30,13:20,01-06-2019,2h 50m,0,No info,3943,170,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,8:15,13-06-2019,11h 5m,1,In-flight meal not included,8529,665,Yes
Jet Airways,24-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,12:35,25-06-2019,13h 45m,1,In-flight meal not included,10262,825,Yes
Jet Airways,18-05-2019,Saturday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,22:05,18-05-2019,25h 40m,1,No info,14151,1540,Yes
Air Asia,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,15:10,23:30,09-05-2019,8h 20m,2,No info,5192,500,Yes
Jet Airways,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,4:40,22-05-2019,14h 35m,1,In-flight meal not included,9663,875,Yes
GoAir,24-04-2019,Wednesday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:45,10:40,24-04-2019,2h 55m,0,No info,4632,175,Yes
IndiGo,06-04-2019,Saturday,April,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:25,1:30,07-04-2019,5h 5m,1,No info,5073,305,Yes
Multiple carriers,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:20,19:15,15-06-2019,8h 55m,1,No info,9526,535,Yes
IndiGo,15-04-2019,Monday,April,Night,Banglore,Delhi,BLR → DEL,2,Direct,4:00,6:50,15-04-2019,2h 50m,0,No info,4423,170,Yes
IndiGo,12-05-2019,Sunday,May,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,20:05,21:40,12-05-2019,1h 35m,0,No info,2227,95,Yes
Vistara,21-03-2019,Thursday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,11:30,14:10,21-03-2019,2h 40m,0,No info,5403,160,Yes
IndiGo,27-03-2019,Wednesday,March,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,19:35,21:55,27-03-2019,2h 20m,0,No info,3858,140,Yes
Jet Airways,09-03-2019,Saturday,March,Afternoon,Delhi,Cochin,DEL → IXC → BOM → COK,4,Two Stops,13:45,18:50,09-03-2019,29h 5m,2,No info,18752,1745,Yes
Jet Airways,21-05-2019,Tuesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,12:00,21-05-2019,5h 30m,1,In-flight meal not included,9663,330,Yes
Jet Airways,24-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,12:35,25-06-2019,17h 25m,2,No info,12819,1045,Yes
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,21:00,27-03-2019,12h,1,No info,6883,720,Yes
Multiple carriers,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:00,1:30,28-05-2019,6h 30m,1,No info,7198,390,Yes
Air India,09-03-2019,Saturday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,10:00,12:45,09-03-2019,2h 45m,0,No info,7801,165,Yes
IndiGo,21-04-2019,Sunday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:25,21:20,21-04-2019,2h 55m,0,No info,4823,175,Yes
Jet Airways,24-05-2019,Friday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,9:20,24-05-2019,26h 50m,1,In-flight meal not included,9663,1610,Yes
Jet Airways,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,21:05,12-05-2019,24h 40m,1,No info,12121,1480,Yes
Vistara,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,23:25,12-05-2019,27h 5m,1,No info,8085,1625,Yes
IndiGo,03-03-2019,Sunday,March,Afternoon,Banglore,New Delhi,BLR → IDR → DEL,3,One Stop,13:40,18:35,03-03-2019,4h 55m,1,No info,8662,295,Yes
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:00,18:50,22-03-2019,20h 50m,1,In-flight meal not included,6017,1250,Yes
SpiceJet,03-05-2019,Friday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:45,12:00,03-05-2019,2h 15m,0,No check-in baggage included,3859,135,Yes
Multiple carriers,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,4:55,19:15,18-05-2019,14h 20m,1,No info,7564,860,Yes
SpiceJet,21-06-2019,Friday,June,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:55,8:35,21-06-2019,2h 40m,0,No check-in baggage included,3919,160,Yes
Jet Airways,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,19-05-2019,22h 55m,2,No info,15129,1375,Yes
Jet Airways,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,7:00,13:15,01-03-2019,6h 15m,1,No info,26890,375,Yes
Jet Airways,15-04-2019,Monday,April,Morning,Delhi,Cochin,DEL → COK,2,Direct,11:00,14:15,15-04-2019,3h 15m,0,In-flight meal not included,5443,195,Yes
IndiGo,09-03-2019,Saturday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,10:05,13:00,09-03-2019,2h 55m,0,No info,6860,175,Yes
Jet Airways,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,20:45,01-04-2019,6h 40m,1,No info,13364,400,Yes
Jet Airways,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:00,27-05-2019,11h,1,In-flight meal not included,12239,660,Yes
IndiGo,09-04-2019,Tuesday,April,Morning,Kolkata,Banglore,CCU → MAA → BLR,3,One Stop,11:30,16:05,09-04-2019,4h 35m,1,No info,4966,275,Yes
IndiGo,03-03-2019,Sunday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,6:00,8:45,03-03-2019,2h 45m,0,No info,6144,165,Yes
Jet Airways,09-05-2019,Thursday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,19:00,09-05-2019,28h,1,In-flight meal not included,12373,1680,Yes
Air India,18-03-2019,Monday,March,Morning,Banglore,New Delhi,BLR → BOM → UDR → DEL,4,Two Stops,8:50,16:30,18-03-2019,31h 40m,2,No info,10835,1900,Yes
Air India,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,6:05,9:25,06-06-2019,27h 20m,1,No info,7952,1640,Yes
IndiGo,09-04-2019,Tuesday,April,Night,Banglore,Delhi,BLR → DEL,2,Direct,1:30,4:15,09-04-2019,2h 45m,0,No info,3419,165,Yes
Multiple carriers,27-05-2019,Monday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,3:50,12:35,27-05-2019,8h 45m,1,No info,10197,525,Yes
IndiGo,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:35,1:30,04-06-2019,14h 55m,1,No info,5883,895,Yes
Air India,18-05-2019,Saturday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:40,13:55,18-05-2019,2h 15m,0,No info,4667,135,Yes
IndiGo,21-03-2019,Thursday,March,Night,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,4:55,21:20,21-03-2019,16h 25m,2,No info,6223,985,Yes
Jet Airways,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,8:15,07-05-2019,11h 5m,1,In-flight meal not included,7757,665,Yes
IndiGo,03-03-2019,Sunday,March,Afternoon,Banglore,New Delhi,BLR → AMD → DEL,3,One Stop,14:25,19:25,03-03-2019,5h,1,No info,11873,300,Yes
Jet Airways,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,8:15,07-06-2019,11h 5m,1,In-flight meal not included,10844,665,Yes
IndiGo,15-05-2019,Wednesday,May,Evening,Delhi,Cochin,DEL → LKO → COK,3,One Stop,21:50,3:35,16-05-2019,5h 45m,1,No info,7189,345,Yes
Jet Airways,27-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,21:50,12:35,28-06-2019,14h 45m,1,In-flight meal not included,10262,885,Yes
Air Asia,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,19:55,22:25,01-05-2019,2h 30m,0,No info,5989,150,Yes
IndiGo,24-06-2019,Monday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,21:20,22:50,24-06-2019,1h 30m,0,No info,2227,90,Yes
Jet Airways,06-06-2019,Thursday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,06-06-2019,1h 30m,0,In-flight meal not included,4995,90,Yes
